"country","country_use","iso3_use","sector","gear","fishery","year","catch_mt","catch_prop","candidate"
"Sri Lanka","Sri Lanka","LKA","Industrial","gillnet","Sri Lanka-Industrial-gillnet",2014,11807.92927374,0.000167823014093412,"no"
"Sri Lanka","Sri Lanka","LKA","Industrial","longline","Sri Lanka-Industrial-longline",2014,2412.6777803145,3.42907590096308e-05,"no"
"Sri Lanka","Sri Lanka","LKA","Industrial","shrimp trawl","Sri Lanka-Industrial-shrimp trawl",2014,31236.9917618,0.000443963203635954,"no"
"Sri Lanka","Sri Lanka","LKA","Industrial","unknown class","Sri Lanka-Industrial-unknown class",2014,60491.387808852,0.000859748292306598,"no"
"Sri Lanka","Sri Lanka","LKA","Subsistence","subsistence fishing gear","Sri Lanka-Subsistence-subsistence fishing gear",2014,81611.651510281,0.00115992508288953,"no"
"St Barthelemy (France)",NA,NA,"Artisanal","bagnets","St Barthelemy (France)-Artisanal-bagnets",2014,0.2119289061,3.01209017861576e-09,"yes"
"St Barthelemy (France)",NA,NA,"Artisanal","hand or tools","St Barthelemy (France)-Artisanal-hand or tools",2014,4.3907592486,6.24047141692597e-08,"yes"
"St Barthelemy (France)",NA,NA,"Artisanal","small scale gillnets","St Barthelemy (France)-Artisanal-small scale gillnets",2014,0.9780249122,1.39004125802882e-08,"no"
"St Barthelemy (France)",NA,NA,"Artisanal","small scale lines","St Barthelemy (France)-Artisanal-small scale lines",2014,2.9636807275,4.21220199553305e-08,"yes"
"St Barthelemy (France)",NA,NA,"Artisanal","small scale pots or traps","St Barthelemy (France)-Artisanal-small scale pots or traps",2014,17.006056702,2.41702641285312e-07,"yes"
"St Barthelemy (France)",NA,NA,"Artisanal","small scale seine nets","St Barthelemy (France)-Artisanal-small scale seine nets",2014,1.3723389558,1.9504695072349e-08,"yes"
"St Martin",NA,NA,"Artisanal","bagnets","St Martin-Artisanal-bagnets",2014,0.0151604947,2.15472150680942e-10,"yes"
"St Martin",NA,NA,"Artisanal","hand or tools","St Martin-Artisanal-hand or tools",2014,0.230280487,3.27291640382583e-09,"yes"
"St Martin",NA,NA,"Artisanal","small scale gillnets","St Martin-Artisanal-small scale gillnets",2014,0.0557040969,7.91707777239127e-10,"no"
"St Martin",NA,NA,"Artisanal","small scale lines","St Martin-Artisanal-small scale lines",2014,0.1457671918,2.07175101719255e-09,"yes"
"St Martin",NA,NA,"Artisanal","small scale pots or traps","St Martin-Artisanal-small scale pots or traps",2014,0.9422720486,1.33922664699311e-08,"yes"
"St Martin",NA,NA,"Artisanal","small scale seine nets","St Martin-Artisanal-small scale seine nets",2014,0.2446892257,3.47770404286565e-09,"yes"
"Sudan","Sudan","SDN","Artisanal","bagnets","Sudan-Artisanal-bagnets",2014,3.4719514438,4.93459388667169e-08,"yes"
"Sudan","Sudan","SDN","Artisanal","cast nets","Sudan-Artisanal-cast nets",2014,2.0516076714,2.91589638766917e-08,"yes"
"Sudan","Sudan","SDN","Artisanal","hand lines","Sudan-Artisanal-hand lines",2014,1634.6200107937,2.323242718932e-05,"yes"
"Sudan","Sudan","SDN","Artisanal","hand or tools","Sudan-Artisanal-hand or tools",2014,30.2610153949,4.30091906494857e-07,"yes"
"Sudan","Sudan","SDN","Artisanal","harpoon","Sudan-Artisanal-harpoon",2014,0.6312638989,8.97198888524524e-09,"no"
"Sudan","Sudan","SDN","Artisanal","small scale encircling nets","Sudan-Artisanal-small scale encircling nets",2014,2.3672396208,3.36449583186037e-08,"no"
"Sudan","Sudan","SDN","Artisanal","small scale gillnets","Sudan-Artisanal-small scale gillnets",2014,20.9105693157,2.97196459058607e-07,"no"
"Sudan","Sudan","SDN","Artisanal","small scale lines","Sudan-Artisanal-small scale lines",2014,3.3141354691,4.71029416457609e-08,"yes"
"Sudan","Sudan","SDN","Artisanal","small scale other nets","Sudan-Artisanal-small scale other nets",2014,0.7890798736,1.12149861062012e-08,"yes"
"Sudan","Sudan","SDN","Artisanal","small scale pots or traps","Sudan-Artisanal-small scale pots or traps",2014,20.2793054168,2.88224470173362e-07,"yes"
"Sudan","Sudan","SDN","Artisanal","small scale seine nets","Sudan-Artisanal-small scale seine nets",2014,3.6297674186,5.15889360890942e-08,"yes"
"Sudan","Sudan","SDN","Industrial","other industrial","Sudan-Industrial-other industrial",2014,3049.1712556721,4.33370744989063e-05,"no"
"Suriname","Suriname","SUR","Artisanal","cast nets","Suriname-Artisanal-cast nets",2014,1.4598094255,2.07478900076259e-08,"yes"
"Suriname","Suriname","SUR","Artisanal","small scale encircling nets","Suriname-Artisanal-small scale encircling nets",2014,161.3304884816,2.29294808721098e-06,"no"
"Suriname","Suriname","SUR","Artisanal","small scale gillnets","Suriname-Artisanal-small scale gillnets",2014,12473.0274442856,0.000177275880642775,"no"
"Suriname","Suriname","SUR","Artisanal","small scale hand lines","Suriname-Artisanal-small scale hand lines",2014,627.6612134649,8.9207848583128e-06,"yes"
"Suriname","Suriname","SUR","Artisanal","small scale lines","Suriname-Artisanal-small scale lines",2014,832.0572665462,1.18258125648377e-05,"yes"
"Suriname","Suriname","SUR","Artisanal","small scale longline","Suriname-Artisanal-small scale longline",2014,1847.4835288944,2.6257800764146e-05,"yes"
"Suriname","Suriname","SUR","Artisanal","small scale pots or traps","Suriname-Artisanal-small scale pots or traps",2014,1113.2204393399,1.58219112893823e-05,"yes"
"Suriname","Suriname","SUR","Artisanal","small scale purse seine","Suriname-Artisanal-small scale purse seine",2014,150.0754308548,2.1329828934047e-06,"no"
"Suriname","Suriname","SUR","Artisanal","small scale seine nets","Suriname-Artisanal-small scale seine nets",2014,6342.1496706963,9.01393164621044e-05,"yes"
"Suriname","Suriname","SUR","Industrial","shrimp trawl","Suriname-Industrial-shrimp trawl",2014,8969.865222622,0.000127486351143709,"no"
"Sweden","Sweden","SWE","Artisanal","artisanal fishing gear","Sweden-Artisanal-artisanal fishing gear",2014,1.0315972367,1.46618220333051e-08,"no"
"Sweden","Sweden","SWE","Artisanal","small scale encircling nets","Sweden-Artisanal-small scale encircling nets",2014,7303.3353061689,0.000103800396801317,"no"
"Sweden","Sweden","SWE","Artisanal","small scale gillnets","Sweden-Artisanal-small scale gillnets",2014,1888.9444664423,2.68470742383615e-05,"no"
"Sweden","Sweden","SWE","Artisanal","small scale lines","Sweden-Artisanal-small scale lines",2014,258.7569643696,3.6776451375554e-06,"yes"
"Sweden","Sweden","SWE","Artisanal","small scale pots or traps","Sweden-Artisanal-small scale pots or traps",2014,72.7257710268,1.03363238490326e-06,"yes"
"Sweden","Sweden","SWE","Artisanal","small scale seine nets","Sweden-Artisanal-small scale seine nets",2014,126.2869835967,1.79488390696049e-06,"yes"
"Sweden","Sweden","SWE","Industrial","bottom trawl","Sweden-Industrial-bottom trawl",2014,45702.3272280947,0.000649555237729922,"no"
"Sweden","Sweden","SWE","Industrial","gillnet","Sweden-Industrial-gillnet",2014,0.001673742,2.37884578017774e-11,"no"
"Sweden","Sweden","SWE","Industrial","hand lines","Sweden-Industrial-hand lines",2014,454.7807229293,6.46367960920231e-06,"no"
"Sweden","Sweden","SWE","Industrial","lines","Sweden-Industrial-lines",2014,0.001673742,2.37884578017774e-11,"no"
"Sweden","Sweden","SWE","Industrial","mixed gear","Sweden-Industrial-mixed gear",2014,0.0435173069,6.18500114616021e-10,"no"
"Sweden","Sweden","SWE","Industrial","other","Sweden-Industrial-other",2014,53.0494414117,7.53977852279556e-07,"no"
"Sweden","Sweden","SWE","Industrial","other nets","Sweden-Industrial-other nets",2014,3321.6912128485,4.72103294578145e-05,"no"
"Sweden","Sweden","SWE","Industrial","pelagic trawl","Sweden-Industrial-pelagic trawl",2014,96509.3486504926,0.00137166216050578,"no"
"Sweden","Sweden","SWE","Industrial","pots or traps","Sweden-Industrial-pots or traps",2014,924.7718629883,1.31435409035373e-05,"no"
"Sweden","Sweden","SWE","Industrial","purse seine","Sweden-Industrial-purse seine",2014,13406.7903523092,0.000190547208920601,"no"
"Sweden","Sweden","SWE","Industrial","shrimp trawl","Sweden-Industrial-shrimp trawl",2014,0.0033474859,4.75769426077585e-11,"no"
"Sweden","Sweden","SWE","Industrial","unknown class","Sweden-Industrial-unknown class",2014,1864.030000131,2.64929714372726e-05,"no"
"Syrian Arab Republic","Syria","SYR","Artisanal","artisanal fishing gear","Syrian Arab Republic-Artisanal-artisanal fishing gear",2014,7.5044304766,1.06658509925049e-07,"no"
"Syrian Arab Republic","Syria","SYR","Artisanal","bagnets","Syrian Arab Republic-Artisanal-bagnets",2014,61.0811895099,8.68130989805255e-07,"yes"
"Syrian Arab Republic","Syria","SYR","Artisanal","cast nets","Syrian Arab Republic-Artisanal-cast nets",2014,28.2033824687,4.00847307245716e-07,"yes"
"Syrian Arab Republic","Syria","SYR","Artisanal","small scale encircling nets","Syrian Arab Republic-Artisanal-small scale encircling nets",2014,255.9951398997,3.63839204785691e-06,"no"
"Syrian Arab Republic","Syria","SYR","Artisanal","small scale gillnets","Syrian Arab Republic-Artisanal-small scale gillnets",2014,323.544363435,4.59845151557196e-06,"no"
"Syrian Arab Republic","Syria","SYR","Artisanal","small scale lines","Syrian Arab Republic-Artisanal-small scale lines",2014,172.8789217358,2.45708295216877e-06,"yes"
"Syrian Arab Republic","Syria","SYR","Artisanal","small scale other nets","Syrian Arab Republic-Artisanal-small scale other nets",2014,40.0750544914,5.69576280378099e-07,"yes"
"Syrian Arab Republic","Syria","SYR","Artisanal","small scale pots or traps","Syrian Arab Republic-Artisanal-small scale pots or traps",2014,210.9639274169,2.99837518868151e-06,"yes"
"Syrian Arab Republic","Syria","SYR","Artisanal","small scale seine nets","Syrian Arab Republic-Artisanal-small scale seine nets",2014,29.0035904053,4.12220453604269e-07,"yes"
"Syrian Arab Republic","Syria","SYR","Industrial","bottom trawl","Syrian Arab Republic-Industrial-bottom trawl",2014,471.2499999667,6.69775314134165e-06,"no"
"Taiwan","Taiwan","TWN","Artisanal","small scale other nets","Taiwan-Artisanal-small scale other nets",2014,38507.4943250529,0.00054729695723935,"yes"
"Taiwan","Taiwan","TWN","Industrial","bottom trawl","Taiwan-Industrial-bottom trawl",2014,28986.8914533009,0.000411983115761898,"no"
"Taiwan","Taiwan","TWN","Industrial","longline","Taiwan-Industrial-longline",2014,85570.5170478559,0.00121619140457083,"no"
"Taiwan","Taiwan","TWN","Industrial","other nets","Taiwan-Industrial-other nets",2014,4829.1053127216,6.86348122661778e-05,"no"
"Taiwan","Taiwan","TWN","Industrial","pole and line","Taiwan-Industrial-pole and line",2014,0.2201963927,3.1295938058838e-09,"no"
"Taiwan","Taiwan","TWN","Industrial","purse seine","Taiwan-Industrial-purse seine",2014,143756.671551183,0.00204317601811946,"no"
"Taiwan","Taiwan","TWN","Industrial","shrimp trawl","Taiwan-Industrial-shrimp trawl",2014,7072.2344293839,0.000100515820411794,"no"
"Taiwan","Taiwan","TWN","Industrial","unknown class","Taiwan-Industrial-unknown class",2014,10560.1265538318,0.000150088320008255,"no"
"Tanzania","Tanzania","TZA","Artisanal","bagnets","Tanzania-Artisanal-bagnets",2014,3018.6865506831,4.29038033506466e-05,"yes"
"Tanzania","Tanzania","TZA","Artisanal","cast nets","Tanzania-Artisanal-cast nets",2014,5126.0632803544,7.28553982835774e-05,"yes"
"Tanzania","Tanzania","TZA","Artisanal","hand or tools","Tanzania-Artisanal-hand or tools",2014,501.257474204,7.12424153359801e-06,"yes"
"Tanzania","Tanzania","TZA","Artisanal","harpoon","Tanzania-Artisanal-harpoon",2014,903.8146071164,1.28456809006517e-05,"no"
"Tanzania","Tanzania","TZA","Artisanal","small scale encircling nets","Tanzania-Artisanal-small scale encircling nets",2014,16042.8545651429,0.000228012900938708,"no"
"Tanzania","Tanzania","TZA","Artisanal","small scale gillnets","Tanzania-Artisanal-small scale gillnets",2014,20307.1357259682,0.000288620015087248,"no"
"Tanzania","Tanzania","TZA","Artisanal","small scale lines","Tanzania-Artisanal-small scale lines",2014,27941.2248184022,0.00039712132904745,"yes"
"Tanzania","Tanzania","TZA","Artisanal","small scale other nets","Tanzania-Artisanal-small scale other nets",2014,408.6169768096,5.80756634530593e-06,"yes"
"Tanzania","Tanzania","TZA","Artisanal","small scale pots or traps","Tanzania-Artisanal-small scale pots or traps",2014,10198.5860178206,0.000144949838817884,"yes"
"Tanzania","Tanzania","TZA","Artisanal","small scale seine nets","Tanzania-Artisanal-small scale seine nets",2014,6441.7099849005,9.15543411989983e-05,"yes"
"Tanzania","Tanzania","TZA","Industrial","longline","Tanzania-Industrial-longline",2014,288.8997174919,4.10605621326434e-06,"no"
"Tanzania","Tanzania","TZA","Industrial","shrimp trawl","Tanzania-Industrial-shrimp trawl",2014,681.5000000253,9.68598146698426e-06,"no"
"Tanzania","Tanzania","TZA","Subsistence","subsistence fishing gear","Tanzania-Subsistence-subsistence fishing gear",2014,4214.5500000567,5.99002981521823e-05,"no"
"Thailand","Thailand","THA","Artisanal","artisanal fishing gear","Thailand-Artisanal-artisanal fishing gear",2014,11657.4110493431,0.000165683737891068,"no"
"Thailand","Thailand","THA","Artisanal","bagnets","Thailand-Artisanal-bagnets",2014,31507.2471154493,0.000447804272376531,"yes"
"Thailand","Thailand","THA","Artisanal","cast nets","Thailand-Artisanal-cast nets",2014,20483.4987051556,0.00029112661603781,"yes"
"Thailand","Thailand","THA","Artisanal","dredge","Thailand-Artisanal-dredge",2014,1174.953685223,1.66993097860783e-05,"no"
"Thailand","Thailand","THA","Artisanal","small scale gillnets","Thailand-Artisanal-small scale gillnets",2014,40414.2338251566,0.000574396947642411,"no"
"Thailand","Thailand","THA","Artisanal","small scale hand lines","Thailand-Artisanal-small scale hand lines",2014,3676.9487707251,5.22595123213084e-05,"yes"
"Thailand","Thailand","THA","Artisanal","small scale lines","Thailand-Artisanal-small scale lines",2014,2287.127207395,3.25063415152473e-05,"yes"
"Thailand","Thailand","THA","Artisanal","small scale longline","Thailand-Artisanal-small scale longline",2014,4521.1604223113,6.42580719855381e-05,"yes"
"Thailand","Thailand","THA","Artisanal","small scale other nets","Thailand-Artisanal-small scale other nets",2014,6783.7366026994,9.6415476167586e-05,"yes"
"Thailand","Thailand","THA","Artisanal","small scale pots or traps","Thailand-Artisanal-small scale pots or traps",2014,11123.4607717672,0.000158094842083733,"yes"
"Thailand","Thailand","THA","Artisanal","small scale trammel net","Thailand-Artisanal-small scale trammel net",2014,2045.2234837583,2.90682270855296e-05,"yes"
"Thailand","Thailand","THA","Industrial","bottom trawl","Thailand-Industrial-bottom trawl",2014,713196.143253777,0.0101364704704685,"no"
"Thailand","Thailand","THA","Industrial","gillnet","Thailand-Industrial-gillnet",2014,56696.3873461976,0.00080581094212743,"no"
"Thailand","Thailand","THA","Industrial","longline","Thailand-Industrial-longline",2014,59.1547415749,8.40750888565596e-07,"no"
"Thailand","Thailand","THA","Industrial","pots or traps","Thailand-Industrial-pots or traps",2014,44260.8139601893,0.000629067386230545,"no"
"Thailand","Thailand","THA","Industrial","purse seine","Thailand-Industrial-purse seine",2014,360599.556407496,0.00512510729308303,"no"
"Thailand","Thailand","THA","Industrial","unknown class","Thailand-Industrial-unknown class",2014,124890.341150522,0.00177503379272838,"no"
"Thailand","Thailand","THA","Subsistence","subsistence fishing gear","Thailand-Subsistence-subsistence fishing gear",2014,33918.7504099703,0.000482078338726398,"no"
"Togo","Togo","TGO","Artisanal","bagnets","Togo-Artisanal-bagnets",2014,94.0798983159,1.33713301756382e-06,"yes"
"Togo","Togo","TGO","Artisanal","cast nets","Togo-Artisanal-cast nets",2014,64.9857069402,9.23624876035627e-07,"yes"
"Togo","Togo","TGO","Artisanal","hand or tools","Togo-Artisanal-hand or tools",2014,1.5668260096,2.22688887606913e-08,"yes"
"Togo","Togo","TGO","Artisanal","harpoon","Togo-Artisanal-harpoon",2014,0.4556149583,6.47553637859248e-09,"no"
"Togo","Togo","TGO","Artisanal","small scale encircling nets","Togo-Artisanal-small scale encircling nets",2014,4497.5145971742,6.39220000500414e-05,"no"
"Togo","Togo","TGO","Artisanal","small scale gillnets","Togo-Artisanal-small scale gillnets",2014,3241.7664335017,4.60743794483103e-05,"no"
"Togo","Togo","TGO","Artisanal","small scale lines","Togo-Artisanal-small scale lines",2014,680.6399727666,9.67375812422775e-06,"yes"
"Togo","Togo","TGO","Artisanal","small scale other nets","Togo-Artisanal-small scale other nets",2014,1.5668260096,2.22688887606913e-08,"yes"
"Togo","Togo","TGO","Artisanal","small scale pots or traps","Togo-Artisanal-small scale pots or traps",2014,130.5523143722,1.8555059390082e-06,"yes"
"Togo","Togo","TGO","Artisanal","small scale seine nets","Togo-Artisanal-small scale seine nets",2014,4051.1382168847,5.75777691672489e-05,"yes"
"Tokelau (New Zealand)",NA,NA,"Industrial","longline","Tokelau (New Zealand)-Industrial-longline",2014,1.1058388215,1.57169982833794e-08,"no"
"Tonga","Tonga","TON","Industrial","longline","Tonga-Industrial-longline",2014,3.7653223393,5.35155427649709e-08,"no"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Artisanal","bagnets","Trinidad & Tobago-Artisanal-bagnets",2014,16.3355233183,2.32172525471268e-07,"yes"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Artisanal","hand or tools","Trinidad & Tobago-Artisanal-hand or tools",2014,16.8867019429,2.40006283274166e-07,"yes"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Artisanal","small scale gillnets","Trinidad & Tobago-Artisanal-small scale gillnets",2014,1768.5322555232,2.51356869407566e-05,"no"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Artisanal","small scale lines","Trinidad & Tobago-Artisanal-small scale lines",2014,3379.3742894326,4.803016395632e-05,"yes"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Artisanal","small scale pots or traps","Trinidad & Tobago-Artisanal-small scale pots or traps",2014,1994.1248550938,2.83419756252005e-05,"yes"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Artisanal","small scale seine nets","Trinidad & Tobago-Artisanal-small scale seine nets",2014,1320.5838577971,1.87691133848077e-05,"yes"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Industrial","bottom trawl","Trinidad & Tobago-Industrial-bottom trawl",2014,1185.5700917072,1.68501979980344e-05,"no"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Industrial","longline","Trinidad & Tobago-Industrial-longline",2014,642.5847825034,9.13288964646072e-06,"no"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Industrial","mixed gear","Trinidad & Tobago-Industrial-mixed gear",2014,1411.4106583025,2.00600109730221e-05,"no"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Industrial","pole and line","Trinidad & Tobago-Industrial-pole and line",2014,2.3638496512,3.35967775662662e-08,"no"
"Trinidad & Tobago","Trinidad & Tobago","TTO","Subsistence","subsistence fishing gear","Trinidad & Tobago-Subsistence-subsistence fishing gear",2014,2945.3131134154,4.18609658546562e-05,"no"
"Tunisia","Tunisia","TUN","Artisanal","bagnets","Tunisia-Artisanal-bagnets",2014,674.4320721417,9.58552685438266e-06,"yes"
"Tunisia","Tunisia","TUN","Artisanal","cast nets","Tunisia-Artisanal-cast nets",2014,1866.7916236951,2.65322216715494e-05,"yes"
"Tunisia","Tunisia","TUN","Artisanal","hand or tools","Tunisia-Artisanal-hand or tools",2014,4.0194685833,5.71276569384064e-08,"yes"
"Tunisia","Tunisia","TUN","Artisanal","harpoon","Tunisia-Artisanal-harpoon",2014,33.79979743,4.80387691097063e-07,"no"
"Tunisia","Tunisia","TUN","Artisanal","small scale encircling nets","Tunisia-Artisanal-small scale encircling nets",2014,2838.7708974803,4.03467091723957e-05,"no"
"Tunisia","Tunisia","TUN","Artisanal","small scale gillnets","Tunisia-Artisanal-small scale gillnets",2014,5225.2389660159,7.42649563954733e-05,"no"
"Tunisia","Tunisia","TUN","Artisanal","small scale lines","Tunisia-Artisanal-small scale lines",2014,16809.4177683371,0.000238907863490631,"yes"
"Tunisia","Tunisia","TUN","Artisanal","small scale other nets","Tunisia-Artisanal-small scale other nets",2014,308.7991655871,4.38888187055879e-06,"yes"
"Tunisia","Tunisia","TUN","Artisanal","small scale pots or traps","Tunisia-Artisanal-small scale pots or traps",2014,3631.8666728201,5.16187722409205e-05,"yes"
"Tunisia","Tunisia","TUN","Artisanal","small scale seine nets","Tunisia-Artisanal-small scale seine nets",2014,1807.9189758851,2.56954801079709e-05,"yes"
"Tunisia","Tunisia","TUN","Industrial","bottom trawl","Tunisia-Industrial-bottom trawl",2014,21337.2266298774,0.000303260428006109,"no"
"Tunisia","Tunisia","TUN","Industrial","longline","Tunisia-Industrial-longline",2014,1533.2451238418,2.17916124039976e-05,"no"
"Tunisia","Tunisia","TUN","Industrial","purse seine","Tunisia-Industrial-purse seine",2014,49379.3610981833,0.000701815959546252,"no"
"Tunisia","Tunisia","TUN","Industrial","unknown class","Tunisia-Industrial-unknown class",2014,8371.9521190672,0.000118988368400226,"no"
"Turkey","Turkey","TUR","Artisanal","artisanal fishing gear","Turkey-Artisanal-artisanal fishing gear",2014,1206.4535592174,1.71470092662115e-05,"no"
"Turkey","Turkey","TUR","Artisanal","bagnets","Turkey-Artisanal-bagnets",2014,2140.0483673159,3.04159483837156e-05,"yes"
"Turkey","Turkey","TUR","Artisanal","cast nets","Turkey-Artisanal-cast nets",2014,426.4902200222,6.06159408192474e-06,"yes"
"Turkey","Turkey","TUR","Artisanal","hand or tools","Turkey-Artisanal-hand or tools",2014,1049.4244629906,1.49151957434329e-05,"yes"
"Turkey","Turkey","TUR","Artisanal","small scale encircling nets","Turkey-Artisanal-small scale encircling nets",2014,2206.6904941744,3.1363115523331e-05,"no"
"Turkey","Turkey","TUR","Artisanal","small scale gillnets","Turkey-Artisanal-small scale gillnets",2014,4638.4008867019,6.59243800783126e-05,"no"
"Turkey","Turkey","TUR","Artisanal","small scale lines","Turkey-Artisanal-small scale lines",2014,1082.4560451578,1.53846649916864e-05,"yes"
"Turkey","Turkey","TUR","Artisanal","small scale other nets","Turkey-Artisanal-small scale other nets",2014,7663.5959568323,0.000108920687315594,"yes"
"Turkey","Turkey","TUR","Artisanal","small scale pots or traps","Turkey-Artisanal-small scale pots or traps",2014,5214.6936797218,7.41150789961998e-05,"yes"
"Turkey","Turkey","TUR","Artisanal","small scale seine nets","Turkey-Artisanal-small scale seine nets",2014,790.3083275544,1.12324458013368e-05,"yes"
"Turkey","Turkey","TUR","Industrial","bottom trawl","Turkey-Industrial-bottom trawl",2014,41497.4149992682,0.000589791918702487,"no"
"Turkey","Turkey","TUR","Industrial","dredge","Turkey-Industrial-dredge",2014,19644.8400018679,0.000279206978977109,"no"
"Turkey","Turkey","TUR","Industrial","longline","Turkey-Industrial-longline",2014,66.9999999909,9.52253496956289e-07,"no"
"Turkey","Turkey","TUR","Industrial","pelagic trawl","Turkey-Industrial-pelagic trawl",2014,72252.8859128306,0.00102691139231376,"no"
"Turkey","Turkey","TUR","Industrial","purse seine","Turkey-Industrial-purse seine",2014,154177.402999428,0.00219128315190724,"no"
"Turkey","Turkey","TUR","Industrial","shrimp trawl","Turkey-Industrial-shrimp trawl",2014,2429.5699998755,3.45308437133696e-05,"no"
"Turks & Caicos Isl. (UK)","Turks & Caicos Islands","TCA","Artisanal","bagnets","Turks & Caicos Isl. (UK)-Artisanal-bagnets",2014,44.6874776443,6.35131445712244e-07,"yes"
"Turks & Caicos Isl. (UK)","Turks & Caicos Islands","TCA","Artisanal","hand or tools","Turks & Caicos Isl. (UK)-Artisanal-hand or tools",2014,2168.2255772882,3.08164237081073e-05,"yes"
"Turks & Caicos Isl. (UK)","Turks & Caicos Islands","TCA","Artisanal","small scale lines","Turks & Caicos Isl. (UK)-Artisanal-small scale lines",2014,1.1138439249,1.58307727267702e-08,"yes"
"Turks & Caicos Isl. (UK)","Turks & Caicos Islands","TCA","Artisanal","small scale pots or traps","Turks & Caicos Isl. (UK)-Artisanal-small scale pots or traps",2014,182.3413063027,2.59156935208817e-06,"yes"
"Turks & Caicos Isl. (UK)","Turks & Caicos Islands","TCA","Artisanal","small scale seine nets","Turks & Caicos Isl. (UK)-Artisanal-small scale seine nets",2014,3.5773220789,5.0843544176629e-08,"yes"
"Turks & Caicos Isl. (UK)","Turks & Caicos Islands","TCA","Industrial","longline","Turks & Caicos Isl. (UK)-Industrial-longline",2014,3.2660413979,4.64193931757716e-08,"no"
"Tuvalu","Tuvalu","TUV","Industrial","longline","Tuvalu-Industrial-longline",2014,6.6477878174,9.44832715970502e-08,"no"
"Tuvalu","Tuvalu","TUV","Industrial","purse seine","Tuvalu-Industrial-purse seine",2014,1.1997685581,1.7051997091703e-08,"no"
"Ukraine","Ukraine","UKR","Industrial","bottom trawl","Ukraine-Industrial-bottom trawl",2014,35394.4322348153,0.000503051818999448,"no"
"Ukraine","Ukraine","UKR","Industrial","dredge","Ukraine-Industrial-dredge",2014,436,6.1967541004378e-06,"no"
"Ukraine","Ukraine","UKR","Industrial","longline","Ukraine-Industrial-longline",2014,1.7165934569,2.43974943642885e-08,"no"
"Ukraine","Ukraine","UKR","Industrial","pelagic trawl","Ukraine-Industrial-pelagic trawl",2014,114177.409604838,0.00162277369528933,"no"
"Ukraine","Ukraine","UKR","Industrial","purse seine","Ukraine-Industrial-purse seine",2014,843.5,1.19884451461451e-05,"no"
"Ukraine","Ukraine","UKR","Industrial","shrimp trawl","Ukraine-Industrial-shrimp trawl",2014,16.1307687774,2.29262402671026e-07,"no"
"Ukraine","Ukraine","UKR","Industrial","unknown class","Ukraine-Industrial-unknown class",2014,1481,2.10490661072211e-05,"no"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","artisanal fishing gear","United Arab Emirates-Artisanal-artisanal fishing gear",2014,98.3983584823,1.398510163765e-06,"no"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","bagnets","United Arab Emirates-Artisanal-bagnets",2014,6903.9064419208,9.8123418699568e-05,"yes"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","cast nets","United Arab Emirates-Artisanal-cast nets",2014,1018.304573836,1.44728968885615e-05,"yes"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","hand or tools","United Arab Emirates-Artisanal-hand or tools",2014,278.1873489385,3.95380411748755e-06,"yes"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","small scale encircling nets","United Arab Emirates-Artisanal-small scale encircling nets",2014,3048.3583525504,4.33255209191984e-05,"no"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","small scale gillnets","United Arab Emirates-Artisanal-small scale gillnets",2014,6142.5352153879,8.7302248355593e-05,"no"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","small scale lines","United Arab Emirates-Artisanal-small scale lines",2014,8773.6583023293,0.0001246977134422,"yes"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","small scale other nets","United Arab Emirates-Artisanal-small scale other nets",2014,748.4810474095,1.06379655954927e-05,"yes"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","small scale pots or traps","United Arab Emirates-Artisanal-small scale pots or traps",2014,13766.3366035113,0.000195657345861962,"yes"
"United Arab Emirates","United Arab Emirates","ARE","Artisanal","small scale seine nets","United Arab Emirates-Artisanal-small scale seine nets",2014,1221.8337567183,1.7365603995407e-05,"yes"
"United Kingdom","United Kingdom","GBR","Artisanal","small scale gillnets","United Kingdom-Artisanal-small scale gillnets",2014,8192.1692197388,0.000116433161018112,"no"
"United Kingdom","United Kingdom","GBR","Artisanal","small scale lines","United Kingdom-Artisanal-small scale lines",2014,15179.913747525,0.00021574814853043,"yes"
"United Kingdom","United Kingdom","GBR","Artisanal","small scale pots or traps","United Kingdom-Artisanal-small scale pots or traps",2014,24219.5864007998,0.000344226654449687,"yes"
